GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AHY2E001,AHY2E002,AHY2E003,AHY2E004,AHY2E005,AHY2E006,AHY2E007,AHY2E008,AHY2E009,AHY2E010,NAME_M,AHY2M001,AHY2M002,AHY2M003,AHY2M004,AHY2M005,AHY2M006,AHY2M007,AHY2M008,AHY2M009,AHY2M010
"G4800270020402","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020402",,,"Census Tract 204.02, Bell County, Texas",2935,2243,575,0,0,0,42,75,0,75,"Census Tract 204.02, Bell County, Texas",395,369,211,13,13,13,77,66,13,66
"G4800270020500","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020500",,,"Census Tract 205, Bell County, Texas",3881,3135,553,0,22,0,98,73,12,61,"Census Tract 205, Bell County, Texas",412,383,135,13,26,13,94,94,15,92
"G4800270020600","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020600",,,"Census Tract 206, Bell County, Texas",2604,2211,288,0,0,0,65,40,0,40,"Census Tract 206, Bell County, Texas",214,236,153,13,13,13,96,49,13,49
"G4800270020701","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020701",,,"Census Tract 207.01, Bell County, Texas",1407,900,421,4,7,0,42,33,0,33,"Census Tract 207.01, Bell County, Texas",209,220,208,6,12,13,37,37,13,37
"G4800270020702","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020702",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020702",,,"Census Tract 207.02, Bell County, Texas",1966,1456,333,14,0,0,132,31,7,24,"Census Tract 207.02, Bell County, Texas",250,255,169,21,13,13,112,28,13,25
"G4800270020800","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020800",,,"Census Tract 208, Bell County, Texas",3447,1658,1611,0,0,0,19,159,8,151,"Census Tract 208, Bell County, Texas",454,438,332,13,13,13,22,123,14,123
"G4800270020900","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020900",,,"Census Tract 209, Bell County, Texas",2852,1786,937,22,41,15,18,33,0,33,"Census Tract 209, Bell County, Texas",420,241,350,24,57,24,22,34,13,34
"G4800270021000","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021000",,,"Census Tract 210, Bell County, Texas",4352,3061,845,37,117,0,55,237,0,237,"Census Tract 210, Bell County, Texas",451,451,354,41,83,13,45,165,13,165
"G4800270021100","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021100",,,"Census Tract 211, Bell County, Texas",5251,4265,598,6,19,0,236,127,0,127,"Census Tract 211, Bell County, Texas",625,588,368,15,31,19,172,118,19,118
"G4800270021201","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021201",,,"Census Tract 212.01, Bell County, Texas",3073,2002,694,9,71,0,124,173,67,106,"Census Tract 212.01, Bell County, Texas",351,341,319,16,52,13,102,94,57,77
"G4800270021202","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021202",,,"Census Tract 212.02, Bell County, Texas",4320,3321,651,33,75,0,145,95,11,84,"Census Tract 212.02, Bell County, Texas",343,361,279,52,51,13,126,96,19,88
"G4800270021203","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021203",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021203",,,"Census Tract 212.03, Bell County, Texas",4600,4021,364,0,21,14,102,78,26,52,"Census Tract 212.03, Bell County, Texas",421,460,182,13,22,23,116,40,32,39
"G4800270021301","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021301",,,"Census Tract 213.01, Bell County, Texas",5012,4244,501,33,68,0,9,157,21,136,"Census Tract 213.01, Bell County, Texas",493,473,240,48,65,19,15,119,33,114
"G4800270021302","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021302",,,"Census Tract 213.02, Bell County, Texas",3091,2604,268,7,64,0,34,114,0,114,"Census Tract 213.02, Bell County, Texas",303,349,202,11,42,13,33,107,13,107
"G4800270021303","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021303",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021303",,,"Census Tract 213.03, Bell County, Texas",8330,5727,1479,0,520,28,93,483,117,366,"Census Tract 213.03, Bell County, Texas",642,607,518,19,180,43,77,258,131,233
"G4800270021400","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021400",,,"Census Tract 214, Bell County, Texas",4137,3888,47,0,49,0,38,115,21,94,"Census Tract 214, Bell County, Texas",362,346,38,13,38,13,29,63,18,61
"G4800270021500","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021500",,,"Census Tract 215, Bell County, Texas",7151,5995,553,54,0,16,367,166,0,166,"Census Tract 215, Bell County, Texas",788,776,404,73,19,27,258,159,19,159
"G4800270021601","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021601",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021601",,,"Census Tract 216.01, Bell County, Texas",5896,4688,829,0,8,0,127,244,34,210,"Census Tract 216.01, Bell County, Texas",563,542,345,19,13,19,74,125,46,130
"G4800270021602","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021602",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021602",,,"Census Tract 216.02, Bell County, Texas",3040,2295,492,0,74,0,125,54,3,51,"Census Tract 216.02, Bell County, Texas",843,520,426,13,68,13,86,38,6,38
"G4800270021700","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021700",,,"Census Tract 217, Bell County, Texas",8597,7297,226,151,218,0,417,288,19,269,"Census Tract 217, Bell County, Texas",687,697,158,166,192,19,392,191,31,184
"G4800270021800","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021800",,,"Census Tract 218, Bell County, Texas",8135,5973,883,163,175,0,450,491,109,382,"Census Tract 218, Bell County, Texas",733,640,181,222,106,19,283,216,80,197
"G4800270021901","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021901",,,"Census Tract 219.01, Bell County, Texas",4009,3041,283,106,77,35,203,264,0,264,"Census Tract 219.01, Bell County, Texas",447,454,175,172,74,64,236,142,13,142
"G4800270021903","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021903",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021903",,,"Census Tract 219.03, Bell County, Texas",8861,5492,1562,0,315,137,167,1188,64,1124,"Census Tract 219.03, Bell County, Texas",665,760,375,19,184,199,178,475,57,467
"G4800270021904","2013-2017","TX",,,"Texas","48","Bell County","027",,,"021904",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027021904",,,"Census Tract 219.04, Bell County, Texas",11275,8611,1485,26,684,0,88,381,45,336,"Census Tract 219.04, Bell County, Texas",771,845,402,44,308,21,109,220,57,208
"G4800270022000","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022000",,,"Census Tract 220, Bell County, Texas",8063,5347,1832,103,185,39,159,398,67,331,"Census Tract 220, Bell County, Texas",795,616,521,113,146,64,214,235,83,224
"G4800270022101","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022101",,,"Census Tract 221.01, Bell County, Texas",4142,2566,991,18,48,77,269,173,12,161,"Census Tract 221.01, Bell County, Texas",535,516,194,23,36,93,227,89,22,87
"G4800270022103","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022103",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022103",,,"Census Tract 221.03, Bell County, Texas",4780,2181,1709,14,209,0,453,214,63,151,"Census Tract 221.03, Bell County, Texas",494,439,294,21,131,13,281,115,71,95
"G4800270022104","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022104",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022104",,,"Census Tract 221.04, Bell County, Texas",4006,1425,1709,0,169,256,198,249,41,208,"Census Tract 221.04, Bell County, Texas",450,273,417,13,119,137,170,164,49,156
"G4800270022105","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022105",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022105",,,"Census Tract 221.05, Bell County, Texas",1984,891,772,35,72,71,16,127,0,127,"Census Tract 221.05, Bell County, Texas",211,177,150,48,57,91,17,57,13,57
"G4800270022200","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022200",,,"Census Tract 222, Bell County, Texas",3255,1313,1542,0,69,35,134,162,11,151,"Census Tract 222, Bell County, Texas",466,406,405,13,54,55,113,111,16,111
"G4800270022300","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022300",,,"Census Tract 223, Bell County, Texas",4093,1668,1601,22,187,17,331,267,8,259,"Census Tract 223, Bell County, Texas",521,240,433,35,231,29,244,141,13,145
"G4800270022401","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022401",,,"Census Tract 224.01, Bell County, Texas",6191,2215,2880,121,125,0,90,760,45,715,"Census Tract 224.01, Bell County, Texas",703,649,713,156,71,19,128,413,57,411
"G4800270022402","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022402",,,"Census Tract 224.02, Bell County, Texas",7412,3041,3237,0,386,61,181,506,39,467,"Census Tract 224.02, Bell County, Texas",680,561,729,19,128,62,117,221,46,214
"G4800270022403","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022403",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022403",,,"Census Tract 224.03, Bell County, Texas",4185,1994,1386,155,224,0,218,208,76,132,"Census Tract 224.03, Bell County, Texas",380,410,265,186,91,13,142,105,73,72
"G4800270022404","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022404",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022404",,,"Census Tract 224.04, Bell County, Texas",8404,4028,3136,113,412,0,165,550,36,514,"Census Tract 224.04, Bell County, Texas",913,670,576,173,183,19,107,230,60,229
"G4800270022405","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022405",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022405",,,"Census Tract 224.05, Bell County, Texas",1976,1267,347,54,55,6,119,128,54,74,"Census Tract 224.05, Bell County, Texas",254,215,154,35,48,10,77,86,75,57
"G4800270022501","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022501",,,"Census Tract 225.01, Bell County, Texas",3088,1949,620,20,72,105,81,241,30,211,"Census Tract 225.01, Bell County, Texas",332,395,231,35,40,128,72,132,33,130
"G4800270022502","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022502",,,"Census Tract 225.02, Bell County, Texas",10026,3979,4157,294,545,50,509,492,48,444,"Census Tract 225.02, Bell County, Texas",850,595,668,331,235,46,312,278,45,266
"G4800270022600","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022600",,,"Census Tract 226, Bell County, Texas",4202,2409,1332,6,82,19,184,170,11,159,"Census Tract 226, Bell County, Texas",545,526,276,11,48,32,186,101,17,102
"G4800270022801","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022801",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022801",,,"Census Tract 228.01, Bell County, Texas",2474,1032,770,72,62,260,220,58,0,58,"Census Tract 228.01, Bell County, Texas",276,265,200,93,44,159,171,38,13,38
"G4800270022900","2013-2017","TX",,,"Texas","48","Bell County","027",,,"022900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027022900",,,"Census Tract 229, Bell County, Texas",4081,1979,1227,17,245,0,392,221,16,205,"Census Tract 229, Bell County, Texas",471,364,346,27,162,13,262,129,20,120
"G4800270023000","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023000",,,"Census Tract 230, Bell County, Texas",10466,6237,2198,64,365,36,781,785,60,725,"Census Tract 230, Bell County, Texas",907,1087,750,59,205,57,507,298,71,285
"G4800270023103","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023103",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023103",,,"Census Tract 231.03, Bell County, Texas",4298,1713,1656,0,137,402,205,185,39,146,"Census Tract 231.03, Bell County, Texas",428,366,274,13,73,192,129,132,46,107
"G4800270023104","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023104",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023104",,,"Census Tract 231.04, Bell County, Texas",3557,1867,1182,0,69,0,113,326,38,288,"Census Tract 231.04, Bell County, Texas",357,341,350,13,48,13,94,170,37,168
"G4800270023105","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023105",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023105",,,"Census Tract 231.05, Bell County, Texas",13285,5351,5402,23,388,267,504,1350,28,1322,"Census Tract 231.05, Bell County, Texas",1140,968,1137,38,226,208,422,478,34,483
"G4800270023106","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023106",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023106",,,"Census Tract 231.06, Bell County, Texas",8912,3948,3123,11,692,111,353,674,11,663,"Census Tract 231.06, Bell County, Texas",858,738,681,20,334,142,209,248,18,248
"G4800270023107","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023107",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023107",,,"Census Tract 231.07, Bell County, Texas",7607,2670,3670,171,308,159,412,217,45,172,"Census Tract 231.07, Bell County, Texas",667,656,691,181,159,188,358,144,67,125
"G4800270023108","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023108",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023108",,,"Census Tract 231.08, Bell County, Texas",14546,5079,6243,19,786,35,1379,1005,87,918,"Census Tract 231.08, Bell County, Texas",1602,1432,1456,31,432,54,1024,484,89,474
"G4800270023201","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023201",,,"Census Tract 232.01, Bell County, Texas",1644,1262,108,0,72,26,44,132,40,92,"Census Tract 232.01, Bell County, Texas",250,228,61,13,72,40,39,70,25,64
"G4800270023202","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023202",,,"Census Tract 232.02, Bell County, Texas",5088,3131,1055,41,105,118,345,293,15,278,"Census Tract 232.02, Bell County, Texas",1137,814,477,55,65,127,279,197,18,195
"G4800270023203","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023203",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023203",,,"Census Tract 232.03, Bell County, Texas",1759,1294,235,17,75,0,40,98,10,88,"Census Tract 232.03, Bell County, Texas",289,259,129,23,73,13,36,68,13,64
"G4800270023204","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023204",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023204",,,"Census Tract 232.04, Bell County, Texas",4617,3256,845,16,101,19,106,274,0,274,"Census Tract 232.04, Bell County, Texas",990,941,283,25,60,28,99,119,13,119
"G4800270023300","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023300",,,"Census Tract 233, Bell County, Texas",9074,6482,1344,206,279,0,111,652,60,592,"Census Tract 233, Bell County, Texas",706,713,383,185,126,19,98,229,70,224
"G4800270023402","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023402",,,"Census Tract 234.02, Bell County, Texas",4944,4497,193,36,0,0,125,93,2,91,"Census Tract 234.02, Bell County, Texas",404,406,161,38,13,13,86,75,5,76
"G4800270023403","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023403",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023403",,,"Census Tract 234.03, Bell County, Texas",6315,6029,90,4,127,0,29,36,0,36,"Census Tract 234.03, Bell County, Texas",521,556,101,7,144,19,34,38,19,38
"G4800270023404","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023404",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023404",,,"Census Tract 234.04, Bell County, Texas",3508,3213,112,0,26,0,43,114,17,97,"Census Tract 234.04, Bell County, Texas",345,344,81,13,25,13,29,78,26,73
"G4800270023500","2013-2017","TX",,,"Texas","48","Bell County","027",,,"023500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027023500",,,"Census Tract 235, Bell County, Texas",2104,933,625,11,12,93,318,112,5,107,"Census Tract 235, Bell County, Texas",331,273,175,17,14,81,151,96,8,93
"G4800270980001","2013-2017","TX",,,"Texas","48","Bell County","027",,,"980001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027980001",,,"Census Tract 9800.01, Bell County, Texas",68,40,28,0,0,0,0,0,0,0,"Census Tract 9800.01, Bell County, Texas",31,33,24,13,13,13,13,13,13,13
"G4800270980002","2013-2017","TX",,,"Texas","48","Bell County","027",,,"980002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027980002",,,"Census Tract 9800.02, Bell County, Texas",0,0,0,0,0,0,0,0,0,0,"Census Tract 9800.02, Bell County, Texas",13,13,13,13,13,13,13,13,13,13
"G4800270980003","2013-2017","TX",,,"Texas","48","Bell County","027",,,"980003",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027980003",,,"Census Tract 9800.03, Bell County, Texas",0,0,0,0,0,0,0,0,0,0,"Census Tract 9800.03, Bell County, Texas",13,13,13,13,13,13,13,13,13,13
"G4800290110100","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110100",,,"Census Tract 1101, Bexar County, Texas",3168,2539,143,7,15,0,361,103,8,95,"Census Tract 1101, Bexar County, Texas",317,310,59,14,18,13,147,89,12,88
"G4800290110300","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110300",,,"Census Tract 1103, Bexar County, Texas",3056,2085,377,5,32,0,504,53,26,27,"Census Tract 1103, Bexar County, Texas",305,364,289,10,29,13,349,47,40,26
"G4800290110500","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110500",,,"Census Tract 1105, Bexar County, Texas",2172,1777,71,0,75,0,244,5,0,5,"Census Tract 1105, Bexar County, Texas",243,261,51,13,77,13,130,8,13,8
"G4800290110600","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110600",,,"Census Tract 1106, Bexar County, Texas",5307,3828,501,337,16,0,484,141,9,132,"Census Tract 1106, Bexar County, Texas",452,417,160,351,24,19,162,91,18,85
"G4800290110700","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110700",,,"Census Tract 1107, Bexar County, Texas",1224,1150,28,28,11,0,0,7,0,7,"Census Tract 1107, Bexar County, Texas",221,224,28,22,12,13,13,11,13,11
"G4800290110800","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110800",,,"Census Tract 1108, Bexar County, Texas",2008,1756,36,19,7,0,154,36,0,36,"Census Tract 1108, Bexar County, Texas",325,339,24,31,10,13,116,26,13,26
"G4800290110900","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"110900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029110900",,,"Census Tract 1109, Bexar County, Texas",1791,1514,69,15,19,0,138,36,0,36,"Census Tract 1109, Bexar County, Texas",193,181,47,19,17,13,104,33,13,33
"G4800290111000","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"111000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029111000",,,"Census Tract 1110, Bexar County, Texas",2306,1421,97,5,36,0,701,46,31,15,"Census Tract 1110, Bexar County, Texas",347,307,46,7,48,13,305,31,27,13
"G4800290120100","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"120100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029120100",,,"Census Tract 1201, Bexar County, Texas",5397,3531,755,49,239,0,110,713,70,643,"Census Tract 1201, Bexar County, Texas",516,426,209,49,103,19,79,265,47,258
"G4800290120300","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029120300",,,"Census Tract 1203, Bexar County, Texas",7982,7364,164,0,61,0,55,338,0,338,"Census Tract 1203, Bexar County, Texas",22,412,177,19,59,19,56,337,19,337
"G4800290120400","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029120400",,,"Census Tract 1204, Bexar County, Texas",6178,5986,50,0,52,0,27,63,13,50,"Census Tract 1204, Bexar County, Texas",208,223,55,19,47,19,36,61,21,58
"G4800290120501","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"120501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029120501",,,"Census Tract 1205.01, Bexar County, Texas",9363,6599,1586,0,284,0,496,398,157,241,"Census Tract 1205.01, Bexar County, Texas",990,1096,537,19,228,19,310,218,133,172
"G4800290120502","2013-2017","TX",,,"Texas","48","Bexar County","029",,,"120502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48029120502",,,"Census Tract 1205.02, Bexar County, Texas",5428,4201,544,26,158,0,214,285,73,212,"Census Tract 1205.02, Bexar County, Texas",616,673,213,38,119,19,202,185,62,163
