GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010
"G4804390111570","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"111570",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439111570",,,"48439111570","Census Tract 1115.70, Tarrant County, Texas",4631,810,2760,12,0,42,550,457,118,339,"Census Tract 1115.70, Tarrant County, Texas",1020,360,965,19,15,64,321,293,143,283
"G4804390111571","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"111571",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439111571",,,"48439111571","Census Tract 1115.71, Tarrant County, Texas",3738,1034,1234,47,596,0,499,328,88,240,"Census Tract 1115.71, Tarrant County, Texas",792,496,417,64,406,15,376,324,135,303
"G4804390111572","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"111572",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439111572",,,"48439111572","Census Tract 1115.72, Tarrant County, Texas",3282,967,1304,0,626,0,310,75,75,0,"Census Tract 1115.72, Tarrant County, Texas",437,460,387,15,181,15,347,78,78,15
"G4804390113003","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113003",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113003",,,"48439113003","Census Tract 1130.03, Tarrant County, Texas",1385,576,572,0,168,13,0,56,0,56,"Census Tract 1130.03, Tarrant County, Texas",281,185,389,15,105,21,15,87,15,87
"G4804390113004","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113004",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113004",,,"48439113004","Census Tract 1130.04, Tarrant County, Texas",2869,1948,235,0,223,0,48,415,361,54,"Census Tract 1130.04, Tarrant County, Texas",806,623,142,15,146,15,46,494,493,41
"G4804390113005","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113005",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113005",,,"48439113005","Census Tract 1130.05, Tarrant County, Texas",1987,830,711,2,11,0,98,335,270,65,"Census Tract 1130.05, Tarrant County, Texas",377,433,282,2,13,15,158,198,156,69
"G4804390113006","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113006",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113006",,,"48439113006","Census Tract 1130.06, Tarrant County, Texas",1747,113,863,0,125,0,200,446,446,0,"Census Tract 1130.06, Tarrant County, Texas",385,83,295,15,135,15,301,311,311,15
"G4804390113007","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113007",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113007",,,"48439113007","Census Tract 1130.07, Tarrant County, Texas",3166,1251,920,0,45,0,333,617,592,25,"Census Tract 1130.07, Tarrant County, Texas",552,472,379,15,108,15,331,441,433,27
"G4804390113102","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113102",,,"48439113102","Census Tract 1131.02, Tarrant County, Texas",4567,2142,1853,0,205,0,109,258,104,154,"Census Tract 1131.02, Tarrant County, Texas",729,570,645,15,176,15,130,240,123,216
"G4804390113104","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113104",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113104",,,"48439113104","Census Tract 1131.04, Tarrant County, Texas",3894,1613,1731,0,71,0,152,327,231,96,"Census Tract 1131.04, Tarrant County, Texas",589,446,519,15,64,15,112,180,168,80
"G4804390113107","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113107",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113107",,,"48439113107","Census Tract 1131.07, Tarrant County, Texas",2144,1737,31,10,0,0,95,271,247,24,"Census Tract 1131.07, Tarrant County, Texas",259,278,47,16,15,15,80,166,154,33
"G4804390113108","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113108",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113108",,,"48439113108","Census Tract 1131.08, Tarrant County, Texas",4556,3625,213,0,220,0,125,373,273,100,"Census Tract 1131.08, Tarrant County, Texas",409,380,117,15,114,15,92,170,162,62
"G4804390113109","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113109",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113109",,,"48439113109","Census Tract 1131.09, Tarrant County, Texas",3630,1337,1482,0,214,0,256,341,314,27,"Census Tract 1131.09, Tarrant County, Texas",334,255,322,15,144,15,190,261,260,24
"G4804390113110","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113110",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113110",,,"48439113110","Census Tract 1131.10, Tarrant County, Texas",4822,1982,2195,14,135,0,134,362,248,114,"Census Tract 1131.10, Tarrant County, Texas",775,497,645,21,136,15,154,241,213,105
"G4804390113112","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113112",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113112",,,"48439113112","Census Tract 1131.12, Tarrant County, Texas",2135,1304,517,4,72,0,20,218,16,202,"Census Tract 1131.12, Tarrant County, Texas",536,273,488,7,44,15,25,155,19,155
"G4804390113115","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113115",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113115",,,"48439113115","Census Tract 1131.15, Tarrant County, Texas",4158,1832,894,35,151,0,92,1154,1126,28,"Census Tract 1131.15, Tarrant County, Texas",799,396,232,54,104,15,105,804,803,43
"G4804390113116","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113116",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113116",,,"48439113116","Census Tract 1131.16, Tarrant County, Texas",4083,1194,1793,67,397,0,69,563,329,234,"Census Tract 1131.16, Tarrant County, Texas",715,415,536,80,285,15,89,332,264,202
"G4804390113117","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113117",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113117",,,"48439113117","Census Tract 1131.17, Tarrant County, Texas",2020,745,813,3,27,0,186,246,170,76,"Census Tract 1131.17, Tarrant County, Texas",249,155,211,8,25,15,105,122,102,58
"G4804390113118","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113118",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113118",,,"48439113118","Census Tract 1131.18, Tarrant County, Texas",3196,423,2384,0,22,0,231,136,72,64,"Census Tract 1131.18, Tarrant County, Texas",1044,211,1010,15,21,15,185,144,120,63
"G4804390113119","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113119",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113119",,,"48439113119","Census Tract 1131.19, Tarrant County, Texas",3888,1203,2021,0,377,0,177,110,100,10,"Census Tract 1131.19, Tarrant County, Texas",701,341,648,15,263,15,196,114,116,15
"G4804390113120","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113120",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113120",,,"48439113120","Census Tract 1131.20, Tarrant County, Texas",4899,2518,491,0,1525,0,52,313,183,130,"Census Tract 1131.20, Tarrant County, Texas",1277,1316,308,15,517,15,63,179,148,109
"G4804390113121","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113121",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113121",,,"48439113121","Census Tract 1131.21, Tarrant County, Texas",1377,384,965,0,0,0,7,21,21,0,"Census Tract 1131.21, Tarrant County, Texas",341,173,336,15,15,15,12,27,27,15
"G4804390113122","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113122",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113122",,,"48439113122","Census Tract 1131.22, Tarrant County, Texas",3865,1119,2485,0,162,0,40,59,0,59,"Census Tract 1131.22, Tarrant County, Texas",813,689,1023,15,139,15,76,95,15,95
"G4804390113206","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113206",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113206",,,"48439113206","Census Tract 1132.06, Tarrant County, Texas",5925,4112,163,0,174,0,665,811,355,456,"Census Tract 1132.06, Tarrant County, Texas",809,687,180,21,156,21,371,442,282,377
"G4804390113207","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113207",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113207",,,"48439113207","Census Tract 1132.07, Tarrant County, Texas",3787,3213,129,24,29,0,100,292,125,167,"Census Tract 1132.07, Tarrant County, Texas",296,321,146,27,27,15,76,135,92,109
"G4804390113210","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113210",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113210",,,"48439113210","Census Tract 1132.10, Tarrant County, Texas",8006,6555,359,0,548,0,142,402,271,131,"Census Tract 1132.10, Tarrant County, Texas",1018,994,405,21,314,21,165,331,322,107
"G4804390113212","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113212",,,"48439113212","Census Tract 1132.12, Tarrant County, Texas",4062,3701,62,4,90,0,103,102,32,70,"Census Tract 1132.12, Tarrant County, Texas",532,542,50,7,82,15,108,75,36,68
"G4804390113213","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113213",,,"48439113213","Census Tract 1132.13, Tarrant County, Texas",4021,2679,265,157,0,0,266,654,300,354,"Census Tract 1132.13, Tarrant County, Texas",447,418,246,184,15,15,174,316,235,229
"G4804390113214","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113214",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113214",,,"48439113214","Census Tract 1132.14, Tarrant County, Texas",5365,3873,397,6,155,0,106,828,502,326,"Census Tract 1132.14, Tarrant County, Texas",550,578,187,10,129,21,93,415,312,235
"G4804390113215","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113215",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113215",,,"48439113215","Census Tract 1132.15, Tarrant County, Texas",4613,3541,131,189,124,0,95,533,318,215,"Census Tract 1132.15, Tarrant County, Texas",639,567,109,245,117,15,106,406,392,154
"G4804390113216","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113216",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113216",,,"48439113216","Census Tract 1132.16, Tarrant County, Texas",5101,3271,689,6,456,0,273,406,14,392,"Census Tract 1132.16, Tarrant County, Texas",862,534,658,11,325,21,251,207,29,204
"G4804390113217","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113217",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113217",,,"48439113217","Census Tract 1132.17, Tarrant County, Texas",4540,3148,504,3,149,0,295,441,349,92,"Census Tract 1132.17, Tarrant County, Texas",615,587,327,5,99,15,280,353,328,74
"G4804390113218","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113218",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113218",,,"48439113218","Census Tract 1132.18, Tarrant County, Texas",2780,2372,132,0,18,0,52,206,105,101,"Census Tract 1132.18, Tarrant County, Texas",250,308,110,15,21,15,50,134,89,80
"G4804390113221","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113221",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113221",,,"48439113221","Census Tract 1132.21, Tarrant County, Texas",6853,5182,448,0,151,0,182,890,834,56,"Census Tract 1132.21, Tarrant County, Texas",1107,1064,357,21,96,21,128,817,800,58
"G4804390113222","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113222",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113222",,,"48439113222","Census Tract 1132.22, Tarrant County, Texas",3776,1864,748,51,181,0,103,829,664,165,"Census Tract 1132.22, Tarrant County, Texas",1146,818,439,73,270,15,117,908,899,110
"G4804390113223","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113223",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113223",,,"48439113223","Census Tract 1132.23, Tarrant County, Texas",3477,2389,129,239,0,0,448,272,134,138,"Census Tract 1132.23, Tarrant County, Texas",474,521,124,193,15,15,272,135,116,124
"G4804390113301","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113301",,,"48439113301","Census Tract 1133.01, Tarrant County, Texas",3714,2987,109,34,47,0,307,230,202,28,"Census Tract 1133.01, Tarrant County, Texas",667,555,129,45,53,15,226,303,302,29
"G4804390113302","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113302",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113302",,,"48439113302","Census Tract 1133.02, Tarrant County, Texas",5168,4208,62,6,104,235,389,164,121,43,"Census Tract 1133.02, Tarrant County, Texas",969,918,63,12,119,338,294,116,102,50
"G4804390113403","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113403",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113403",,,"48439113403","Census Tract 1134.03, Tarrant County, Texas",2830,2360,68,0,23,0,116,263,167,96,"Census Tract 1134.03, Tarrant County, Texas",482,564,80,15,25,15,138,196,171,98
"G4804390113404","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113404",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113404",,,"48439113404","Census Tract 1134.04, Tarrant County, Texas",5871,4646,372,12,55,0,447,339,206,133,"Census Tract 1134.04, Tarrant County, Texas",813,806,263,19,45,21,303,181,164,90
"G4804390113407","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113407",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113407",,,"48439113407","Census Tract 1134.07, Tarrant County, Texas",6786,3297,1220,0,377,0,884,1008,864,144,"Census Tract 1134.07, Tarrant County, Texas",1027,669,559,21,215,21,575,481,472,108
"G4804390113408","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113408",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113408",,,"48439113408","Census Tract 1134.08, Tarrant County, Texas",5420,3464,365,60,50,84,314,1083,386,697,"Census Tract 1134.08, Tarrant County, Texas",679,778,312,66,51,139,190,512,287,447
"G4804390113409","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113409",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113409",,,"48439113409","Census Tract 1134.09, Tarrant County, Texas",2343,1795,361,7,26,0,0,154,101,53,"Census Tract 1134.09, Tarrant County, Texas",551,447,381,14,32,15,15,113,102,54
"G4804390113410","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113410",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113410",,,"48439113410","Census Tract 1134.10, Tarrant County, Texas",4573,2008,831,0,267,0,602,865,812,53,"Census Tract 1134.10, Tarrant County, Texas",989,540,462,15,351,15,767,683,683,51
"G4804390113509","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113509",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113509",,,"48439113509","Census Tract 1135.09, Tarrant County, Texas",4950,2563,183,4,379,394,312,1115,144,971,"Census Tract 1135.09, Tarrant County, Texas",1050,392,151,9,223,215,318,783,223,821
"G4804390113510","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113510",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113510",,,"48439113510","Census Tract 1135.10, Tarrant County, Texas",7140,2748,1240,68,2228,0,415,441,228,213,"Census Tract 1135.10, Tarrant County, Texas",802,619,528,94,674,21,380,218,186,119
"G4804390113511","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113511",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113511",,,"48439113511","Census Tract 1135.11, Tarrant County, Texas",4268,1801,1074,0,837,107,228,221,150,71,"Census Tract 1135.11, Tarrant County, Texas",796,409,582,15,266,216,214,154,149,54
"G4804390113512","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113512",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113512",,,"48439113512","Census Tract 1135.12, Tarrant County, Texas",6262,3073,1534,30,863,0,292,470,211,259,"Census Tract 1135.12, Tarrant County, Texas",951,838,705,28,491,21,298,293,197,207
"G4804390113513","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113513",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113513",,,"48439113513","Census Tract 1135.13, Tarrant County, Texas",5989,2914,657,19,491,264,391,1253,801,452,"Census Tract 1135.13, Tarrant County, Texas",622,616,480,29,290,317,315,625,612,248
"G4804390113514","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113514",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113514",,,"48439113514","Census Tract 1135.14, Tarrant County, Texas",5455,2508,733,9,933,122,292,858,665,193,"Census Tract 1135.14, Tarrant County, Texas",866,911,287,13,412,114,186,329,300,126
"G4804390113516","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113516",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113516",,,"48439113516","Census Tract 1135.16, Tarrant County, Texas",4153,3357,348,13,53,0,107,275,64,211,"Census Tract 1135.16, Tarrant County, Texas",515,445,336,16,53,15,84,149,43,132
"G4804390113517","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113517",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113517",,,"48439113517","Census Tract 1135.17, Tarrant County, Texas",4697,2284,1392,19,643,0,144,215,141,74,"Census Tract 1135.17, Tarrant County, Texas",900,372,815,17,348,15,142,109,96,42
"G4804390113519","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113519",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113519",,,"48439113519","Census Tract 1135.19, Tarrant County, Texas",6827,4052,580,0,1064,53,218,860,365,495,"Census Tract 1135.19, Tarrant County, Texas",854,682,333,21,303,68,130,384,284,298
"G4804390113520","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113520",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113520",,,"48439113520","Census Tract 1135.20, Tarrant County, Texas",5938,2848,1013,20,541,0,192,1324,54,1270,"Census Tract 1135.20, Tarrant County, Texas",1735,414,504,33,160,21,204,1435,48,1447
"G4804390113521","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113521",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113521",,,"48439113521","Census Tract 1135.21, Tarrant County, Texas",4137,1982,991,186,294,0,321,363,157,206,"Census Tract 1135.21, Tarrant County, Texas",506,524,333,257,185,15,286,224,205,121
"G4804390113522","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113522",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113522",,,"48439113522","Census Tract 1135.22, Tarrant County, Texas",1892,872,701,44,9,0,88,178,44,134,"Census Tract 1135.22, Tarrant County, Texas",371,279,315,65,18,15,85,131,68,115
"G4804390113607","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113607",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113607",,,"48439113607","Census Tract 1136.07, Tarrant County, Texas",4603,2514,1239,5,98,0,238,509,375,134,"Census Tract 1136.07, Tarrant County, Texas",1012,417,1006,7,89,15,164,155,153,72
"G4804390113611","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113611",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113611",,,"48439113611","Census Tract 1136.11, Tarrant County, Texas",4461,3508,238,23,253,0,95,344,182,162,"Census Tract 1136.11, Tarrant County, Texas",546,515,177,40,180,15,65,151,122,94
"G4804390113612","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113612",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113612",,,"48439113612","Census Tract 1136.12, Tarrant County, Texas",4775,3643,142,0,485,0,14,491,405,86,"Census Tract 1136.12, Tarrant County, Texas",666,419,125,15,402,15,24,309,313,55
"G4804390113613","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113613",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113613",,,"48439113613","Census Tract 1136.13, Tarrant County, Texas",4267,3089,205,314,170,0,48,441,283,158,"Census Tract 1136.13, Tarrant County, Texas",470,480,159,131,133,15,55,242,226,96
"G4804390113618","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113618",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113618",,,"48439113618","Census Tract 1136.18, Tarrant County, Texas",5866,4049,558,0,236,0,381,642,488,154,"Census Tract 1136.18, Tarrant County, Texas",773,829,312,21,196,21,462,387,366,141
"G4804390113619","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113619",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113619",,,"48439113619","Census Tract 1136.19, Tarrant County, Texas",4978,2190,1510,93,151,0,137,897,636,261,"Census Tract 1136.19, Tarrant County, Texas",721,470,540,130,154,15,139,495,406,198
"G4804390113622","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113622",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113622",,,"48439113622","Census Tract 1136.22, Tarrant County, Texas",7803,5550,746,74,841,0,214,378,274,104,"Census Tract 1136.22, Tarrant County, Texas",673,672,450,78,296,21,299,312,292,99
"G4804390113623","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113623",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113623",,,"48439113623","Census Tract 1136.23, Tarrant County, Texas",3115,2847,25,14,0,0,41,188,139,49,"Census Tract 1136.23, Tarrant County, Texas",381,387,25,20,15,15,45,110,91,61
"G4804390113624","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113624",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113624",,,"48439113624","Census Tract 1136.24, Tarrant County, Texas",4687,3555,160,34,358,0,222,358,273,85,"Census Tract 1136.24, Tarrant County, Texas",536,577,115,35,165,15,117,185,160,61
"G4804390113625","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113625",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113625",,,"48439113625","Census Tract 1136.25, Tarrant County, Texas",3085,2410,26,0,203,0,37,409,361,48,"Census Tract 1136.25, Tarrant County, Texas",808,395,30,15,235,15,32,509,505,51
"G4804390113626","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113626",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113626",,,"48439113626","Census Tract 1136.26, Tarrant County, Texas",3617,2831,265,0,200,0,27,294,132,162,"Census Tract 1136.26, Tarrant County, Texas",567,545,193,15,111,15,31,140,91,100
"G4804390113628","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113628",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113628",,,"48439113628","Census Tract 1136.28, Tarrant County, Texas",5165,2426,1310,107,377,173,32,740,632,108,"Census Tract 1136.28, Tarrant County, Texas",687,514,415,78,129,243,59,414,414,168
"G4804390113629","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113629",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113629",,,"48439113629","Census Tract 1136.29, Tarrant County, Texas",4639,3038,280,4,488,0,96,733,281,452,"Census Tract 1136.29, Tarrant County, Texas",937,1034,196,10,511,15,137,473,208,448
"G4804390113630","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113630",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113630",,,"48439113630","Census Tract 1136.30, Tarrant County, Texas",3231,2310,451,14,196,0,49,211,26,185,"Census Tract 1136.30, Tarrant County, Texas",322,315,235,18,165,15,39,143,41,142
"G4804390113632","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113632",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113632",,,"48439113632","Census Tract 1136.32, Tarrant County, Texas",4909,4082,59,0,250,0,129,389,315,74,"Census Tract 1136.32, Tarrant County, Texas",451,423,42,15,117,15,83,150,137,57
"G4804390113633","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113633",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113633",,,"48439113633","Census Tract 1136.33, Tarrant County, Texas",4594,3556,167,0,624,0,24,223,139,84,"Census Tract 1136.33, Tarrant County, Texas",718,703,137,15,207,15,23,116,93,54
"G4804390113634","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113634",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113634",,,"48439113634","Census Tract 1136.34, Tarrant County, Texas",4963,3894,279,0,509,0,0,281,146,135,"Census Tract 1136.34, Tarrant County, Texas",519,526,239,15,346,15,15,114,77,108
"G4804390113635","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113635",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113635",,,"48439113635","Census Tract 1136.35, Tarrant County, Texas",3511,2199,404,31,135,0,516,226,92,134,"Census Tract 1136.35, Tarrant County, Texas",808,802,302,35,116,15,302,157,92,129
"G4804390113636","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113636",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113636",,,"48439113636","Census Tract 1136.36, Tarrant County, Texas",2658,1735,310,0,62,0,23,528,416,112,"Census Tract 1136.36, Tarrant County, Texas",555,296,319,15,79,15,33,450,423,108
"G4804390113637","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113637",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113637",,,"48439113637","Census Tract 1136.37, Tarrant County, Texas",4551,3332,243,7,126,0,233,610,227,383,"Census Tract 1136.37, Tarrant County, Texas",727,595,140,11,111,15,190,479,160,355
"G4804390113638","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113638",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113638",,,"48439113638","Census Tract 1136.38, Tarrant County, Texas",1615,1077,228,0,106,0,20,184,144,40,"Census Tract 1136.38, Tarrant County, Texas",264,314,199,15,83,15,33,99,97,46
"G4804390113639","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113639",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113639",,,"48439113639","Census Tract 1136.39, Tarrant County, Texas",6622,5866,32,0,301,0,81,342,36,306,"Census Tract 1136.39, Tarrant County, Texas",676,638,53,21,383,21,109,178,74,155
"G4804390113640","2018-2022","TX",,,"Texas","48","Tarrant County","439",,,"113640",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48439113640",,,"48439113640","Census Tract 1136.40, Tarrant County, Texas",6640,5241,34,0,366,0,0,999,977,22,"Census Tract 1136.40, Tarrant County, Texas",831,933,58,21,209,21,21,885,880,36
