program_label,program,entities,code,number_reported,rent_per_month,hh_income,tpoverty,treatment,year,post,poverty_indicator
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018120,48113018120,75,385,14655,6,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018121,48113018121,51,447,16695,13,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018122,48113018122,17,414,17178,7,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018123,48113018123,57,425,16107,5,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018124,48113018124,48,470,19728,2,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018126,48113018126,68,524,18361,6,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018127,48113018127,11,476,14690,9,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018128,48113018128,189,343,12799,20,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018129,48113018129,18,567,15928,3,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018130,48113018130,177,391,14846,18,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018132,48113018132,35,547,17730,16,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018133,48113018133,14,486,19104,7,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018134,48113018134,25,496,18407,7,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018135,48113018135,36,344,14713,9,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018137,48113018137,24,445,13435,6,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018138,48113018138,93,330,12404,17,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018139,48113018139,40,414,17336,9,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018140,48113018140,17,403,15580,6,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018141,48113018141,101,333,12902,28,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018142,48113018142,25,592,20772,3,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018203,48113018203,36,531,19468,19,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018204,48113018204,15,358,12138,32,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018205,48113018205,33,384,13032,25,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018206,48113018206,11,382,10703,24,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018300,48113018300,51,308,11965,12,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018401,48113018401,24,461,16433,22,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018402,48113018402,23,417,14889,19,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018501,48113018501,21,326,10062,16,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018503,48113018503,135,284,10369,35,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018505,48113018505,121,318,11153,29,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018506,48113018506,36,314,11587,26,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018700,48113018700,28,339,13508,22,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018801,48113018801,29,468,17614,18,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018802,48113018802,58,302,12452,39,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018900,48113018900,50,430,15490,18,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019004,48113019004,57,407,14502,8,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019013,48113019013,166,273,10450,48,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019014,48113019014,70,423,14361,22,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019016,48113019016,16,370,14490,38,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019018,48113019018,104,322,10509,18,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019019,48113019019,89,395,12941,30,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019020,48113019020,13,640,22426,4,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019021,48113019021,38,399,14129,10,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019023,48113019023,11,414,14579,5,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019024,48113019024,41,421,15961,8,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019025,48113019025,27,569,18202,1,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019026,48113019026,27,524,20410,11,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019027,48113019027,84,432,14612,13,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019028,48113019028,31,570,18621,10,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019029,48113019029,72,524,17399,17,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019031,48113019031,16,640,20851,2,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019032,48113019032,20,400,14512,23,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019033,48113019033,36,351,11513,35,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019034,48113019034,125,347,10883,23,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019035,48113019035,59,338,11716,26,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019039,48113019039,38,389,14335,19,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019040,48113019040,92,314,11442,8,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019041,48113019041,16,396,14007,8,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019042,48113019042,11,655,23250,4,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019100,48113019100,46,379,14996,6,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019202,48113019202,15,316,12381,23,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019204,48113019204,18,390,13694,11,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019206,48113019206,13,574,18475,40,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019208,48113019208,32,358,12409,25,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019211,48113019211,20,517,16480,13,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019213,48113019213,263,299,9631,52,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020200,48113020200,70,415,14448,41,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020300,48113020300,93,323,10448,48,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020500,48113020500,362,251,10615,59,1,2014,0,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020700,48113020700,12,547,19922,0,1,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201100000,48201100000,39,83,3471,20,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201210800,48201210800,16,365,12113,42,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201210900,48201210900,15,458,12668,39,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211000,48201211000,18,311,10346,28,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211100,48201211100,32,289,9649,50,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211200,48201211200,18,302,11922,54,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211300,48201211300,95,319,11718,44,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211400,48201211400,29,347,11296,39,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211600,48201211600,44,170,7122,37,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211700,48201211700,48,289,10865,42,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201212500,48201212500,23,485,16602,25,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220400,48201220400,40,336,11782,39,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220500,48201220500,101,295,12084,29,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220600,48201220600,16,325,10038,24,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220700,48201220700,105,381,12775,37,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220800,48201220800,43,406,12845,54,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220900,48201220900,31,408,11868,22,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221000,48201221000,80,248,8368,35,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221500,48201221500,142,335,12746,36,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222503,48201222503,27,388,13761,35,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222600,48201222600,115,290,11410,55,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222700,48201222700,384,392,13569,51,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222900,48201222900,11,334,11256,25,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201223002,48201223002,14,538,15939,47,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230100,48201230100,12,552,15061,50,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230200,48201230200,128,335,12459,25,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230300,48201230300,15,411,14206,51,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230400,48201230400,36,233,8874,36,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230600,48201230600,22,426,12292,32,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230700,48201230700,112,280,10138,44,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230800,48201230800,14,504,14485,13,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230900,48201230900,56,343,11976,34,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231000,48201231000,22,452,15486,23,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231100,48201231100,38,422,12212,32,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231200,48201231200,173,380,13553,43,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231300,48201231300,149,340,11647,27,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231400,48201231400,28,597,16906,9,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231500,48201231500,43,430,11921,25,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231600,48201231600,27,524,15929,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231900,48201231900,75,542,15319,21,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232000,48201232000,25,435,12354,17,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232100,48201232100,34,482,16554,31,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232301,48201232301,67,556,16547,32,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232302,48201232302,68,618,18295,17,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232402,48201232402,91,338,11893,22,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232403,48201232403,23,443,12940,33,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232500,48201232500,87,368,14219,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232701,48201232701,59,386,14199,31,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232702,48201232702,86,396,14816,32,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232800,48201232800,13,302,9162,18,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232900,48201232900,96,355,11602,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233001,48201233001,58,318,11800,14,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233400,48201233400,44,284,10823,26,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233600,48201233600,12,360,12320,35,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240400,48201240400,51,462,15222,26,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240501,48201240501,73,373,12285,35,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240502,48201240502,15,341,11204,41,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240701,48201240701,183,531,16004,10,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240702,48201240702,170,616,17431,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240802,48201240802,53,523,16718,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240901,48201240901,79,602,16665,8,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240902,48201240902,141,574,16368,12,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241000,48201241000,47,644,19535,10,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241101,48201241101,20,500,15419,7,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241102,48201241102,61,611,16112,12,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241103,48201241103,81,356,13624,15,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241200,48201241200,51,513,13887,13,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241500,48201241500,334,400,14563,27,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250100,48201250100,27,802,24158,13,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250200,48201250200,87,512,17282,17,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250301,48201250301,38,480,13742,8,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250302,48201250302,13,848,24014,3,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250401,48201250401,12,707,19143,2,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250402,48201250402,13,715,19326,4,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250600,48201250600,13,520,15869,23,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250701,48201250701,15,673,16906,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252200,48201252200,11,557,16341,15,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252301,48201252301,179,473,14578,21,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252302,48201252302,27,505,14800,9,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252800,48201252800,23,347,12733,20,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253000,48201253000,19,380,13699,15,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253100,48201253100,28,461,13045,5,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253200,48201253200,238,288,11138,27,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253500,48201253500,61,381,14761,14,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253600,48201253600,56,322,11678,25,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253700,48201253700,24,418,14262,21,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253800,48201253800,30,332,10368,22,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253900,48201253900,26,273,10069,14,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254000,48201254000,45,240,9317,26,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254100,48201254100,42,313,13018,26,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254300,48201254300,69,267,9922,27,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254600,48201254600,18,301,9655,28,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254700,48201254700,17,297,11813,5,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310100,48201310100,19,281,10972,46,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310800,48201310800,30,296,11742,24,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310900,48201310900,21,302,10458,35,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311200,48201311200,34,155,6420,33,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311500,48201311500,13,332,11766,22,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311600,48201311600,46,265,9681,38,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311700,48201311700,67,459,14466,27,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312200,48201312200,34,304,10418,63,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312300,48201312300,37,353,13108,44,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312400,48201312400,22,397,11771,26,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312600,48201312600,11,417,9007,11,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312700,48201312700,27,357,12642,19,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312800,48201312800,26,354,11399,67,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312900,48201312900,70,338,12022,28,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313000,48201313000,58,247,9117,14,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313200,48201313200,67,235,8664,16,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313300,48201313300,24,484,12325,22,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313400,48201313400,54,294,10462,21,0,2014,0,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313500,48201313500,58,334,11253,39,0,2014,0,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313600,48201313600,110,324,10960,42,0,2014,0,1
